episode,timestep,reward
3,920,-12870.7266
7,1840,-10808.4647
9,2760,-9521.7148
13,3680,-9563.9856
15,4600,-11241.6995
17,5520,-8539.0898
19,6440,-6781.5357
21,7360,-3516.851
23,8280,-4188.0188
26,9200,-9007.4693
28,10120,-6521.0228
30,11040,-2579.739
32,11960,-8779.7693
34,12880,-6200.4688
37,13800,-4488.4216
39,14720,-5924.3935
41,15640,-2584.3306
43,16560,-3599.1791
46,17480,-4987.5462
48,18400,-4098.4933
51,19320,-5866.1793
53,20240,-2768.0119
55,21160,-4203.8353
57,22080,-6336.9433
59,23000,-2942.7795
61,23920,-2390.6537
63,24840,-3256.4797
66,25760,-3408.5347
68,26680,-2159.5502
70,27600,-7027.3927
72,28520,-2516.2319
74,29440,-3623.7996
76,30360,-2363.5333
79,31280,-5124.4579
81,32200,-2951.164
83,33120,-3310.5748
85,34040,-4772.3493
87,34960,-2644.9011
89,35880,-3556.4989
92,36800,-2609.7183
94,37720,-2065.2602
96,38640,-8423.8383
98,39560,-4640.8791
101,40480,-5913.7065
103,41400,-6788.1395
105,42320,-3835.9098
108,43240,-2812.83
110,44160,-6032.098
112,45080,-3092.1888
115,46000,-3984.6961
117,46920,-2130.2987
119,47840,-2121.5123
121,48760,-3001.9414
124,49680,-2525.4245
126,50600,-2806.6974
128,51520,-3916.9118
130,52440,-1812.9909
133,53360,-2941.1065
135,54280,-1919.0082
137,55200,-3747.0165
139,56120,-3438.9706
141,57040,-2677.1783
143,57960,-3605.1363
145,58880,-4454.6413
147,59800,-1798.2212
150,60720,-4296.3401
152,61640,-4018.6684
154,62560,-2199.59
156,63480,-3130.5305
158,64400,-2178.9642
160,65320,-3495.0107
162,66240,-1879.4834
164,67160,-1758.1517
166,68080,-2054.7813
168,69000,-2498.5316
170,69920,-3097.7178
172,70840,-2318.8309
174,71760,-2252.6078
176,72680,-2496.7494
179,73600,-1974.7983
181,74520,-3337.6529
183,75440,-2547.771
185,76360,-2705.2806
187,77280,-2554.3939
189,78200,-2137.3776
191,79120,-3342.1731
193,80040,-2666.0862
195,80960,-2628.2137
197,81880,-3451.7658
200,82800,-2865.2344
202,83720,-2402.7452
204,84640,-2618.5395
206,85560,-1746.8591
208,86480,-1675.2534
210,87400,-2806.1413
213,88320,-3839.4438
215,89240,-2810.6787
217,90160,-3111.4358
219,91080,-4228.7676
221,92000,-3126.2593
223,92920,-2430.1313
225,93840,-2683.0514
227,94760,-2069.9902
230,95680,-2444.513
232,96600,-2212.3645
234,97520,-3471.7291
236,98440,-2657.0748
238,99360,-3358.3121
240,100280,-1678.0976
243,101200,-2273.1498
245,102120,-2787.9674
247,103040,-2890.2922
249,103960,-4594.5154
251,104880,-2046.4037
253,105800,-5274.7716
255,106720,-3748.5509
257,107640,-3467.3761
259,108560,-1760.3637
261,109480,-1744.8766
263,110400,-3377.2783
266,111320,-2583.6262
268,112240,-2846.8328
270,113160,-2020.8397
272,114080,-2773.2863
274,115000,-1605.0896
276,115920,-2511.4992
278,116840,-3166.6999
280,117760,-2769.9272
282,118680,-2117.8064
284,119600,-4267.1741
286,120520,-3020.9437
289,121440,-3923.6004
291,122360,-8911.7556
293,123280,-4358.9018
296,124200,-2295.078
298,125120,-3127.0145
300,126040,-2394.0906
302,126960,-4749.0148
304,127880,-2791.2019
306,128800,-1714.9643
308,129720,-2154.3957
310,130640,-2971.9287
312,131560,-4145.4647
315,132480,-2353.4072
317,133400,-4051.9625
319,134320,-3097.7682
321,135240,-1988.3736
324,136160,-3148.2328
326,137080,-4427.7468
328,138000,-2866.1393
330,138920,-4908.2057
332,139840,-4144.6948
334,140760,-2621.3537
336,141680,-2224.6193
339,142600,-2849.9366
341,143520,-2815.381
343,144440,-2879.1148
345,145360,-1858.1779
347,146280,-2543.0553
349,147200,-2077.7512
351,148120,-2207.8606
353,149040,-1679.5066
355,149960,-2660.373
357,150880,-2849.2487
359,151800,-2001.3983
362,152720,-2829.3608
364,153640,-5682.1693
366,154560,-2644.9082
368,155480,-2954.0119
370,156400,-2404.9638
373,157320,-3541.5888
375,158240,-2062.4659
377,159160,-2387.2597
379,160080,-3112.5039
381,161000,-4350.5
383,161920,-3509.8925
385,162840,-2692.848
387,163760,-3395.2009
390,164680,-2666.1519
392,165600,-1627.4954
394,166520,-2945.7985
396,167440,-2641.9645
398,168360,-5145.8262
400,169280,-4229.3028
402,170200,-2731.8072
404,171120,-1739.5406
406,172040,-2473.1476
408,172960,-2085.3542
411,173880,-3054.2505
413,174800,-3601.1974
415,175720,-2739.4746
417,176640,-3030.2141
419,177560,-3569.5213
421,178480,-5329.6564
423,179400,-2275.4061
425,180320,-1837.1451
427,181240,-2219.0992
429,182160,-2994.9749
431,183080,-2395.0117
433,184000,-2821.7517
436,184920,-1767.5904
438,185840,-3336.1449
440,186760,-1767.061
442,187680,-2939.5269
444,188600,-5003.4385
446,189520,-3876.705
448,190440,-3149.8103
450,191360,-4021.2295
452,192280,-4379.3308
454,193200,-5225.2585
456,194120,-4463.5225
458,195040,-3596.3894
461,195960,-3040.0233
463,196880,-4672.7534
465,197800,-2522.1939
467,198720,-2037.1692
469,199640,-2775.6761
471,200560,-1615.575
473,201480,-2917.0439
476,202400,-3230.7066
478,203320,-3455.5431
480,204240,-2542.4052
482,205160,-4018.3762
484,206080,-3305.5674
486,207000,-2729.6483
488,207920,-2240.7013
490,208840,-2095.6666
492,209760,-1727.6188
494,210680,-2660.8261
496,211600,-2234.5425
498,212520,-1725.251
500,213440,-2233.2494
502,214360,-2490.543
504,215280,-1845.9318
506,216200,-2551.6775
508,217120,-2732.0576
510,218040,-3013.6562
512,218960,-5790.9066
515,219880,-2740.3958
517,220800,-6430.0069
519,221720,-3104.8132
521,222640,-2427.0845
523,223560,-1970.3097
525,224480,-2473.2518
527,225400,-2270.7649
529,226320,-3901.0474
531,227240,-2835.9738
533,228160,-4199.9365
535,229080,-2910.6836
537,230000,-1973.9074
539,230920,-2664.7332
542,231840,-1909.6935
544,232760,-2837.6393
546,233680,-3068.2035
548,234600,-2788.9708
550,235520,-2520.0711
552,236440,-4893.7073
554,237360,-3357.4438
556,238280,-3489.1072
558,239200,-2950.431
560,240120,-2247.4855
562,241040,-2918.1412
564,241960,-3975.785
566,242880,-2888.6811
568,243800,-2816.8031
570,244720,-2824.3494
572,245640,-2819.6518
575,246560,-4241.0342
577,247480,-1998.0249
579,248400,-2757.9204
581,249320,-2791.7822
583,250240,-1891.1008
585,251160,-2673.9104
587,252080,-2506.7778
589,253000,-2071.3882
591,253920,-1469.3074
593,254840,-1612.9461
595,255760,-4061.6109
597,256680,-3040.8581
599,257600,-3598.0718
602,258520,-3043.4821
604,259440,-1475.7429
606,260360,-4496.5524
608,261280,-2443.6584
610,262200,-2277.8419
612,263120,-1576.4103
614,264040,-3089.8758
616,264960,-2489.5752
619,265880,-4134.1244
621,266800,-2194.9448
623,267720,-4198.4984
625,268640,-3782.1494
627,269560,-1920.5191
629,270480,-2955.3471
631,271400,-3633.0614
633,272320,-2980.9416
635,273240,-3359.0331
637,274160,-1756.8353
639,275080,-2332.3936
642,276000,-3635.3272
644,276920,-1618.8003
646,277840,-2061.1812
648,278760,-2789.324
650,279680,-2119.1894
652,280600,-2807.8105
654,281520,-1647.1051
656,282440,-1867.64
658,283360,-2522.7469
660,284280,-2635.8984
662,285200,-1650.3936
664,286120,-3219.9022
667,287040,-4657.5197
669,287960,-2722.1554
671,288880,-2245.1051
673,289800,-2172.7061
676,290720,-6429.4472
678,291640,-2150.8545
680,292560,-3766.4425
682,293480,-2365.6491
684,294400,-2005.134
686,295320,-2407.1102
688,296240,-3193.0185
690,297160,-3671.561
693,298080,-3308.8866
695,299000,-2405.5738
697,299920,-3071.663
699,300840,-3223.9163
701,301760,-3901.1757
703,302680,-3495.8286
705,303600,-2913.157
707,304520,-3130.8735
709,305440,-2187.5976
711,306360,-2351.9602
713,307280,-2975.0042
715,308200,-3695.8242
717,309120,-2381.1483
720,310040,-3778.6671
722,310960,-4183.1768
724,311880,-3069.21
726,312800,-4041.8485
728,313720,-4948.9512
731,314640,-4282.8708
734,315560,-3533.2118
736,316480,-2420.7563
738,317400,-3862.9098
740,318320,-2373.1381
742,319240,-6044.1161
744,320160,-4320.3673
747,321080,-3955.7183
749,322000,-2955.2743
751,322920,-2724.7512
753,323840,-3285.2257
755,324760,-4451.0424
757,325680,-3635.9005
759,326600,-3228.2249
761,327520,-3316.9989
763,328440,-3015.5498
765,329360,-1641.3555
768,330280,-2548.2293
770,331200,-2814.9133
772,332120,-2353.4145
774,333040,-2706.4197
776,333960,-3521.9306
778,334880,-2646.4836
780,335800,-3426.7855
782,336720,-2705.743
784,337640,-2502.5645
786,338560,-1850.6389
788,339480,-1928.7326
790,340400,-3115.8016
792,341320,-1187.3009
794,342240,-3847.1332
796,343160,-2516.9844
798,344080,-4764.3812
801,345000,-2877.7369
803,345920,-3279.4026
805,346840,-2228.338
807,347760,-2456.7013
809,348680,-2072.7393
811,349600,-3077.3395
813,350520,-2376.164
815,351440,-1781.4877
817,352360,-1590.714
819,353280,-3851.5287
821,354200,-2889.5824
823,355120,-2347.3067
825,356040,-2622.8866
827,356960,-2082.5267
829,357880,-2093.2845
832,358800,-2390.621
834,359720,-4268.4607
836,360640,-3038.7291
838,361560,-3905.4191
840,362480,-2549.9055
842,363400,-2378.9
845,364320,-3298.3533
847,365240,-3025.0261
849,366160,-3678.9694
851,367080,-1483.1819
854,368000,-3894.4623
857,368920,-3747.8996
859,369840,-3515.3667
861,370760,-2663.9616
864,371680,-3678.9888
866,372600,-3144.2754
868,373520,-2107.1202
870,374440,-1983.8944
872,375360,-2143.0451
874,376280,-4733.5547
877,377200,-1999.3821
879,378120,-3008.205
881,379040,-2920.8558
883,379960,-3745.276
886,380880,-2441.694
888,381800,-2105.9338
890,382720,-2094.6744
892,383640,-3595.2608
895,384560,-3095.5251
897,385480,-2516.3328
899,386400,-1621.1532
901,387320,-2608.3824
903,388240,-2344.4836
905,389160,-1372.8896
907,390080,-2920.843
909,391000,-2309.866
911,391920,-2906.2252
913,392840,-1798.7971
915,393760,-3095.6903
917,394680,-2071.4511
919,395600,-2754.0971
921,396520,-2798.6384
923,397440,-2176.1572
925,398360,-2168.1018
928,399280,-2372.7564
930,400200,-3900.0124
932,401120,-3913.4627
934,402040,-2050.354
936,402960,-3158.1534
