episode,timestep,reward,precision,actvar,reach_step,reach_ratio,grade
2,960,-77.2696,0.1252109557390213,0.37784522771835327,480.0,0.0,0
4,1920,-82.1651,0.1348925232887268,0.3682529330253601,480.0,0.0,0
6,2880,-72.3992,0.14154204726219177,0.3680780529975891,480.0,0.0,0
8,3840,-63.9471,0.10617822408676147,0.36382484436035156,480.0,0.0,0
10,4800,-53.2584,0.11318036168813705,0.36738818883895874,480.0,0.0,0
12,5760,-71.675,0.12854315340518951,0.37427815794944763,480.0,0.0,0
14,6720,-64.1247,0.1254146695137024,0.3520321547985077,480.0,0.0,0
16,7680,-55.2477,0.11540403962135315,0.3621915578842163,480.0,0.0,0
18,8640,-60.2389,0.11284886300563812,0.3613419532775879,480.0,0.0,0
20,9600,-40.4739,0.09031990170478821,0.3624299168586731,480.0,0.0,0
22,10560,-42.0938,0.11295200139284134,0.3651893138885498,480.0,0.0,0
24,11520,-34.8062,0.11146344244480133,0.3580799996852875,480.0,0.0,0
26,12480,-33.0669,0.10806559026241302,0.36295780539512634,480.0,0.0,0
28,13440,-63.0324,0.13640449941158295,0.36454686522483826,480.0,0.0,0
30,14400,-33.191,0.0970267727971077,0.376354455947876,480.0,0.0,0
32,15360,-36.5213,0.11080197989940643,0.37126049399375916,480.0,0.0,0
34,16320,-18.0723,0.10727870464324951,0.351712703704834,450.0625,0.0625,0
36,17280,-26.1411,0.08796334266662598,0.35823971033096313,480.0,0.0,0
38,18240,-21.2607,0.10517013818025589,0.3609424829483032,480.0,0.0,0
40,19200,-32.8478,0.13485589623451233,0.3611147403717041,480.0,0.0,0
42,20160,19.2246,0.09652067720890045,0.3442273736000061,480.0,0.0,0
44,21120,-2.3969,0.10786396265029907,0.3509756326675415,480.0,0.0,0
46,22080,14.6509,0.09115660935640335,0.3561803996562958,480.0,0.0,0
48,23040,-13.6669,0.10757093131542206,0.35295987129211426,480.0,0.0,0
50,24000,13.3402,0.0881359726190567,0.3535202443599701,480.0,0.0,0
52,24960,9.0738,0.11510853469371796,0.35716137290000916,480.0,0.0,0
54,25920,6.6201,0.08097371459007263,0.3597174882888794,480.0,0.0,0
56,26880,27.7211,0.07464021444320679,0.35979634523391724,480.0,0.0,0
58,27840,19.9389,0.11303172260522842,0.36197710037231445,480.0,0.0,0
60,28800,39.6771,0.09410730004310608,0.3643271327018738,480.0,0.0,0
62,29760,57.4249,0.08738793432712555,0.35933464765548706,451.9375,0.0625,0
64,30720,33.5163,0.09985920786857605,0.35798966884613037,480.0,0.0,0
66,31680,46.0863,0.08844210207462311,0.369661420583725,480.0,0.0,0
68,32640,50.4226,0.08560626208782196,0.36681875586509705,480.0,0.0,0
70,33600,65.2566,0.09057926386594772,0.35809358954429626,480.0,0.0,0
72,34560,21.6563,0.11863785982131958,0.3621090054512024,480.0,0.0,0
74,35520,67.9524,0.0688503235578537,0.3625149130821228,450.1875,0.0625,0
76,36480,59.5433,0.07868839055299759,0.3648074269294739,480.0,0.0,0
78,37440,47.4855,0.09154753386974335,0.35185784101486206,480.0,0.0,0
80,38400,48.3254,0.08028694987297058,0.3585449159145355,480.0,0.0,0
82,39360,74.9029,0.07455835491418839,0.35511288046836853,480.0,0.0,0
84,40320,90.3258,0.06250057369470596,0.35253581404685974,480.0,0.0,0
86,41280,79.0945,0.08255674690008163,0.3657240867614746,480.0,0.0,0
88,42240,97.9963,0.07918805629014969,0.36238962411880493,452.6875,0.0625,0
90,43200,68.1453,0.07648047804832458,0.36288851499557495,480.0,0.0,0
92,44160,101.0969,0.06168153136968613,0.35494884848594666,430.75,0.125,0
94,45120,64.4494,0.09686649590730667,0.3416138291358948,480.0,0.0,0
96,46080,80.2429,0.09402568638324738,0.3487324118614197,480.0,0.0,0
98,47040,62.17,0.07676409184932709,0.3643910586833954,452.875,0.0625,0
100,48000,83.7701,0.08535206317901611,0.36615341901779175,480.0,0.0,0
102,48960,99.497,0.06537245959043503,0.36474356055259705,480.0,0.0,0
104,49920,103.3855,0.09064231812953949,0.3633439540863037,480.0,0.0,0
106,50880,100.285,0.071983203291893,0.3628544211387634,458.4375,0.0625,0
108,51840,88.8215,0.06970211118459702,0.3666280210018158,480.0,0.0,0
110,52800,109.3106,0.055066101253032684,0.3646412491798401,480.0,0.0,0
112,53760,97.1627,0.07214979827404022,0.36452516913414,480.0,0.0,0
114,54720,97.841,0.08509770780801773,0.37428563833236694,480.0,0.0,0
116,55680,91.1852,0.07211180031299591,0.366171658039093,456.6875,0.0625,0
118,56640,91.8637,0.07722353935241699,0.3645265996456146,455.8125,0.0625,0
120,57600,97.719,0.06632065773010254,0.3611919581890106,480.0,0.0,0
122,58560,117.411,0.08305375277996063,0.3599836826324463,459.4375,0.0625,0
124,59520,116.2222,0.053372181951999664,0.3601547181606293,431.875,0.125,0
126,60480,152.8952,0.03510386496782303,0.37262290716171265,480.0,0.0,0
128,61440,124.1973,0.05383879318833351,0.36513444781303406,480.0,0.0,0
130,62400,129.1528,0.06237654387950897,0.36287790536880493,480.0,0.0,0
132,63360,110.8682,0.07129722833633423,0.3639560639858246,480.0,0.0,0
134,64320,118.6324,0.054373849183321,0.3627508580684662,475.875,0.0625,0
136,65280,101.3055,0.05481920391321182,0.3594474792480469,455.25,0.0625,0
138,66240,115.0153,0.08030629903078079,0.3531889319419861,480.0,0.0,0
140,67200,121.5608,0.0621720626950264,0.3541429042816162,454.6875,0.0625,0
142,68160,139.9665,0.06308930367231369,0.3607017695903778,480.0,0.0,0
