episode,timestep,reward,precision,actvar,reach_step,reach_ratio,grade
2,960,219.749,0.10133576393127441,0.3605647087097168,473.515625,0.015625,0
4,1920,140.3778,0.10029686987400055,0.36462342739105225,474.421875,0.015625,0
6,2880,133.6888,0.11268585920333862,0.3649088740348816,480.0,0.0,0
8,3840,17.1745,0.11335304379463196,0.36074239015579224,480.0,0.0,0
10,4800,165.186,0.11176979541778564,0.3632652163505554,468.84375,0.046875,0
12,5760,204.1201,0.10502968728542328,0.3668467700481415,480.0,0.0,0
14,6720,164.4845,0.10375210642814636,0.36109885573387146,480.0,0.0,0
16,7680,167.5789,0.10793958604335785,0.3632545471191406,480.0,0.0,0
18,8640,130.8799,0.10898351669311523,0.3605889081954956,480.0,0.0,0
20,9600,110.5983,0.10691790282726288,0.3623482584953308,480.0,0.0,0
22,10560,140.9362,0.10247118026018143,0.358515202999115,480.0,0.0,0
24,11520,61.541,0.10424479097127914,0.3602941930294037,473.09375,0.015625,0
26,12480,111.0374,0.09753190726041794,0.35905107855796814,458.90625,0.046875,0
28,13440,94.9008,0.09889820218086243,0.3597567677497864,480.0,0.0,0
30,14400,223.4239,0.10380350053310394,0.3634986877441406,480.0,0.0,0
32,15360,103.4045,0.08918367326259613,0.3629985749721527,480.0,0.0,0
34,16320,59.3395,0.09378183633089066,0.35790884494781494,470.796875,0.03125,0
36,17280,178.0342,0.1045406311750412,0.357196182012558,474.4375,0.015625,0
38,18240,53.2636,0.10003313422203064,0.3646981716156006,480.0,0.0,0
40,19200,47.2797,0.09725338965654373,0.36202383041381836,460.625,0.046875,0
42,20160,90.1567,0.09024321287870407,0.3600795865058899,468.25,0.03125,0
44,21120,135.7683,0.10617850720882416,0.36481809616088867,462.109375,0.046875,0
46,22080,-4.4617,0.09575134515762329,0.36433205008506775,480.0,0.0,0
48,23040,187.0128,0.11394977569580078,0.3618299961090088,480.0,0.0,0
50,24000,58.7196,0.1135759949684143,0.3635045289993286,480.0,0.0,0
52,24960,61.1866,0.0987759381532669,0.3626067638397217,480.0,0.0,0
54,25920,184.1757,0.10436104238033295,0.3668433129787445,480.0,0.0,0
56,26880,0.3803,0.10274747014045715,0.36136484146118164,480.0,0.0,0
58,27840,119.6525,0.10803543031215668,0.3725832402706146,480.0,0.0,0
60,28800,136.4622,0.09933478385210037,0.3671106696128845,474.390625,0.015625,0
62,29760,186.4936,0.10096217691898346,0.35638195276260376,480.0,0.0,0
64,30720,47.4233,0.09836462140083313,0.3647870421409607,475.890625,0.015625,0
66,31680,180.1115,0.09511853754520416,0.3691602945327759,471.796875,0.03125,0
68,32640,122.5779,0.10817509889602661,0.3619670271873474,480.0,0.0,0
70,33600,135.8785,0.1117815375328064,0.3743606507778168,480.0,0.0,0
72,34560,148.2595,0.1026366576552391,0.36238977313041687,480.0,0.0,0
74,35520,130.4729,0.09429491311311722,0.3536226153373718,480.0,0.0,0
76,36480,101.9862,0.10882434248924255,0.3502959609031677,478.0,0.015625,0
78,37440,138.6142,0.09639905393123627,0.3579811453819275,466.703125,0.046875,0
80,38400,96.4424,0.10598261654376984,0.36201462149620056,480.0,0.0,0
82,39360,3.3433,0.10097652673721313,0.3489018380641937,480.0,0.0,0
84,40320,103.809,0.0970611423254013,0.3579649329185486,480.0,0.0,0
86,41280,129.1385,0.10119085013866425,0.35731005668640137,473.234375,0.015625,0
88,42240,102.7337,0.1023208498954773,0.36776623129844666,474.078125,0.015625,0
90,43200,38.7357,0.10001806169748306,0.36529654264450073,472.671875,0.015625,0
92,44160,194.6817,0.10222126543521881,0.3601876199245453,473.390625,0.015625,0
94,45120,59.0717,0.09534118324518204,0.35855722427368164,477.109375,0.015625,0
96,46080,195.962,0.09729573130607605,0.36414384841918945,470.234375,0.03125,0
98,47040,209.8663,0.09096509218215942,0.3696327805519104,480.0,0.0,0
100,48000,171.5298,0.09648015350103378,0.3637230098247528,480.0,0.0,0
102,48960,106.5533,0.10029226541519165,0.3520519733428955,472.515625,0.015625,0
104,49920,13.1435,0.10158494114875793,0.35488399863243103,480.0,0.0,0
106,50880,120.8014,0.09860861301422119,0.36040282249450684,480.0,0.0,0
108,51840,121.1267,0.09274573624134064,0.3603917360305786,472.96875,0.015625,0
110,52800,-8.1106,0.1087176501750946,0.35036957263946533,472.515625,0.015625,0
112,53760,60.2624,0.10203719139099121,0.35544753074645996,475.4375,0.015625,0
114,54720,85.6418,0.10823530703783035,0.3633894622325897,473.140625,0.015625,0
116,55680,75.9783,0.1069994643330574,0.36495208740234375,480.0,0.0,0
118,56640,130.6056,0.11650353670120239,0.3623572289943695,473.671875,0.015625,0
120,57600,177.6536,0.09570681303739548,0.36147353053092957,475.890625,0.015625,0
122,58560,152.6195,0.09843689948320389,0.34897133708000183,480.0,0.0,0
124,59520,15.642,0.09642374515533447,0.3495837450027466,480.0,0.0,0
126,60480,104.3282,0.11405950784683228,0.3724382817745209,480.0,0.0,0
128,61440,149.642,0.1108301430940628,0.3630560338497162,480.0,0.0,0
130,62400,85.8162,0.11485756188631058,0.3574999272823334,480.0,0.0,0
132,63360,188.7951,0.1003236249089241,0.3559267520904541,472.5625,0.015625,0
134,64320,148.5867,0.08925576508045197,0.3658604025840759,471.703125,0.03125,0
136,65280,8.0706,0.0965847373008728,0.35781335830688477,473.0,0.015625,0
138,66240,147.4562,0.09956766664981842,0.35147207975387573,480.0,0.0,0
140,67200,43.1461,0.10194774717092514,0.35470566153526306,476.03125,0.015625,0
142,68160,103.0634,0.09870638698339462,0.3707241415977478,480.0,0.0,0
144,69120,145.8098,0.10671770572662354,0.3603358268737793,474.484375,0.015625,0
146,70080,162.3434,0.10437334328889847,0.34836435317993164,480.0,0.0,0
148,71040,156.4771,0.10591449588537216,0.3505513668060303,467.46875,0.03125,0
150,72000,47.3225,0.10499854385852814,0.37131696939468384,480.0,0.0,0
152,72960,68.3323,0.10321397334337234,0.3701995611190796,472.53125,0.03125,0
154,73920,120.8494,0.10352137684822083,0.36460256576538086,468.9375,0.03125,0
156,74880,-6.3313,0.10211531072854996,0.36417150497436523,480.0,0.0,0
158,75840,83.1172,0.10234352201223373,0.3593863844871521,480.0,0.0,0
160,76800,17.3241,0.10397282242774963,0.35897254943847656,473.375,0.015625,0
162,77760,142.7267,0.09914286434650421,0.3538435399532318,472.96875,0.015625,0
164,78720,156.039,0.10010990500450134,0.35624703764915466,473.21875,0.015625,0
166,79680,89.9225,0.09956210851669312,0.3627855181694031,476.5,0.015625,0
168,80640,15.4533,0.10981309413909912,0.3646063208580017,480.0,0.0,0
170,81600,50.2182,0.10038734972476959,0.3623380661010742,480.0,0.0,0
172,82560,163.2143,0.10583801567554474,0.36090919375419617,480.0,0.0,0
174,83520,-23.9203,0.10873745381832123,0.34909412264823914,480.0,0.0,0
176,84480,31.3499,0.11072733998298645,0.352949321269989,480.0,0.0,0
178,85440,96.1121,0.09916433691978455,0.3707774579524994,474.5625,0.015625,0
180,86400,81.5188,0.10490240156650543,0.3608939051628113,480.0,0.0,0
182,87360,84.9093,0.09710559248924255,0.3592657446861267,480.0,0.0,0
184,88320,104.3021,0.10174981504678726,0.3634222149848938,475.9375,0.015625,0
186,89280,46.0275,0.09963664412498474,0.3584536910057068,473.109375,0.015625,0
188,90240,136.4766,0.10308727622032166,0.3601393699645996,475.71875,0.015625,0
190,91200,166.943,0.09907276183366776,0.3540937602519989,473.25,0.015625,0
192,92160,167.4661,0.09138307720422745,0.3624567985534668,461.234375,0.046875,0
194,93120,99.971,0.10251466929912567,0.3579482436180115,480.0,0.0,0
196,94080,92.7998,0.10267967730760574,0.360003799200058,462.9375,0.046875,0
198,95040,160.3848,0.10317093133926392,0.36018580198287964,480.0,0.0,0
200,96000,85.8912,0.09038225561380386,0.36342522501945496,480.0,0.0,0
202,96960,73.7399,0.10240436345338821,0.3582637310028076,473.109375,0.015625,0
204,97920,188.8022,0.1094406396150589,0.35960322618484497,480.0,0.0,0
206,98880,41.0253,0.09071234613656998,0.3622417449951172,480.0,0.0,0
208,99840,45.7537,0.11165599524974823,0.3601764142513275,473.09375,0.015625,0
210,100800,130.504,0.09796547144651413,0.3666670322418213,473.390625,0.015625,0
212,101760,126.5463,0.10297024995088577,0.36446088552474976,480.0,0.0,0
214,102720,-75.7332,0.09630302339792252,0.3655258119106293,480.0,0.0,0
216,103680,130.2227,0.1051078662276268,0.36106711626052856,472.9375,0.015625,0
218,104640,79.9142,0.10874113440513611,0.36115068197250366,480.0,0.0,0
220,105600,136.0811,0.09785725176334381,0.3594837188720703,480.0,0.0,0
222,106560,141.9052,0.092235267162323,0.3546499013900757,461.96875,0.046875,0
224,107520,106.39,0.10761736333370209,0.36075472831726074,480.0,0.0,0
226,108480,108.8342,0.09496820718050003,0.36864304542541504,480.0,0.0,0
228,109440,128.8151,0.11069056391716003,0.3653537631034851,480.0,0.0,0
230,110400,231.344,0.1018034964799881,0.36226481199264526,477.640625,0.015625,0
232,111360,150.2914,0.10500779747962952,0.36072859168052673,467.71875,0.03125,0
234,112320,95.0237,0.1099148765206337,0.3594607710838318,473.140625,0.015625,0
236,113280,13.6632,0.10507601499557495,0.3632682263851166,469.421875,0.03125,0
238,114240,180.8385,0.10980518162250519,0.3645188808441162,480.0,0.0,0
240,115200,181.9515,0.11093281209468842,0.3665344715118408,480.0,0.0,0
242,116160,70.0213,0.10295626521110535,0.35831186175346375,474.546875,0.015625,0
244,117120,76.9246,0.1067047268152237,0.36224985122680664,480.0,0.0,0
246,118080,-2.9404,0.09623674303293228,0.35354530811309814,480.0,0.0,0
248,119040,43.502,0.10934025049209595,0.3562198579311371,480.0,0.0,0
250,120000,-25.2218,0.09882266819477081,0.36116480827331543,472.515625,0.015625,0
252,120960,84.4916,0.09909272193908691,0.35904181003570557,470.0625,0.03125,0
254,121920,165.9134,0.10393060743808746,0.3569541573524475,480.0,0.0,0
256,122880,101.2802,0.0981016606092453,0.35926780104637146,480.0,0.0,0
258,123840,27.2558,0.1019572988152504,0.36261701583862305,472.984375,0.015625,0
260,124800,220.8843,0.10303798317909241,0.36085671186447144,471.65625,0.03125,0
262,125760,15.9888,0.10068035125732422,0.3532937467098236,472.515625,0.015625,0
264,126720,216.1365,0.09539914131164551,0.35390862822532654,473.53125,0.015625,0
266,127680,106.9567,0.10614752769470215,0.35753196477890015,471.0,0.03125,0
268,128640,63.61,0.09924064576625824,0.35872194170951843,480.0,0.0,0
270,129600,163.336,0.09130693227052689,0.35462749004364014,475.375,0.015625,0
272,130560,77.8286,0.10236668586730957,0.35790687799453735,480.0,0.0,0
274,131520,77.4448,0.09519592672586441,0.3469561040401459,476.5,0.015625,0
276,132480,146.7755,0.08950386941432953,0.3507774770259857,466.15625,0.03125,0
278,133440,155.2989,0.11096474528312683,0.35229378938674927,475.84375,0.015625,0
280,134400,122.5383,0.10564692318439484,0.3588566184043884,472.90625,0.015625,0
282,135360,-6.9457,0.1062873899936676,0.3715478181838989,468.953125,0.03125,0
284,136320,202.6366,0.10246413946151733,0.369809627532959,474.21875,0.015625,0
286,137280,88.8288,0.10322509706020355,0.36197012662887573,473.53125,0.015625,0
288,138240,27.3356,0.0981190949678421,0.3552684783935547,474.265625,0.015625,0
290,139200,41.3187,0.1059819757938385,0.34738561511039734,480.0,0.0,0
292,140160,109.9235,0.10337334871292114,0.35776615142822266,480.0,0.0,0
294,141120,140.462,0.09378669410943985,0.3647063374519348,480.0,0.0,0
296,142080,90.5134,0.10327113419771194,0.36683863401412964,480.0,0.0,0
298,143040,139.2952,0.09434521198272705,0.37031814455986023,466.953125,0.046875,0
300,144000,94.3165,0.0989362820982933,0.35791534185409546,475.640625,0.015625,0
302,144960,90.8481,0.09870950877666473,0.35617589950561523,480.0,0.0,0
304,145920,197.0478,0.09972876310348511,0.35516899824142456,475.390625,0.015625,0
306,146880,153.0896,0.10318106412887573,0.37781649827957153,472.8125,0.015625,0
