episode,timestep,reward
7,620,-2905.4375
15,1240,-3495.4652
21,1860,-3261.4209
28,2480,-2923.8109
36,3100,-3226.2302
44,3720,-3172.4089
52,4340,-3024.5556
60,4960,-3138.4496
68,5580,-3497.946
77,6200,-3268.8366
84,6820,-3071.9473
91,7440,-3181.2167
100,8060,-3053.9776
111,8680,-2882.7869
119,9300,-3180.1505
126,9920,-2955.6146
134,10540,-3209.1721
142,11160,-3167.6551
149,11780,-3443.0883
161,12400,-2921.7624
168,13020,-3361.7167
176,13640,-3294.2785
182,14260,-3049.146
189,14880,-3456.7871
198,15500,-2953.1485
207,16120,-3006.4207
215,16740,-3546.4384
224,17360,-3332.2499
233,17980,-3640.1534
242,18600,-3136.2239
250,19220,-2903.2974
258,19840,-2909.7646
267,20460,-2935.0195
275,21080,-3097.2226
284,21700,-3073.7573
293,22320,-2857.828
300,22940,-3074.0684
309,23560,-2899.1146
320,24180,-3105.9002
326,24800,-3225.1315
334,25420,-3439.1081
341,26040,-3158.2614
349,26660,-3232.7153
357,27280,-2943.7641
365,27900,-2863.6619
374,28520,-3186.6253
382,29140,-3197.343
391,29760,-3362.3305
397,30380,-3074.0422
401,31000,-3310.1498
409,31620,-3585.7175
419,32240,-2797.4302
428,32860,-2921.2926
435,33480,-3467.8718
444,34100,-3077.8236
450,34720,-2963.0793
458,35340,-2977.8197
466,35960,-3588.8153
472,36580,-3112.034
479,37200,-3076.4281
487,37820,-3385.0278
494,38440,-3443.0078
501,39060,-3059.6021
507,39680,-3230.1881
514,40300,-3056.3229
523,40920,-2976.9054
530,41540,-3181.23
539,42160,-2873.0274
547,42780,-2985.8487
554,43400,-3175.4435
561,44020,-3038.7756
569,44640,-3027.3036
576,45260,-3190.7945
584,45880,-3328.9746
593,46500,-3200.5708
601,47120,-2962.7231
610,47740,-3278.3992
617,48360,-2959.8694
623,48980,-3505.7658
631,49600,-3374.3988
639,50220,-3458.6358
649,50840,-2961.5807
658,51460,-2980.7191
663,52080,-3581.1374
671,52700,-3781.3044
678,53320,-3881.9825
686,53940,-3337.7658
694,54560,-3051.7095
701,55180,-2888.1596
709,55800,-3043.5106
715,56420,-3531.7586
725,57040,-2888.0875
732,57660,-2995.855
738,58280,-3211.8605
746,58900,-3349.1381
755,59520,-2836.7887
763,60140,-3180.7182
772,60760,-3145.2997
781,61380,-3646.6506
789,62000,-3695.8608
796,62620,-3612.0441
803,63240,-2888.172
812,63860,-3105.6045
819,64480,-3219.9067
828,65100,-2882.5566
836,65720,-3559.7903
844,66340,-3257.0569
850,66960,-3633.8634
859,67580,-3012.4644
867,68200,-3009.5461
876,68820,-3481.3928
885,69440,-2925.1273
893,70060,-3181.1285
898,70680,-3005.0293
905,71300,-3354.7142
913,71920,-3502.2511
918,72540,-3101.1062
927,73160,-3011.1314
934,73780,-3617.1645
943,74400,-2902.8769
951,75020,-3163.5137
958,75640,-3079.0683
969,76260,-3068.9934
975,76880,-2957.8651
984,77500,-2820.2876
994,78120,-2846.9518
1003,78740,-2994.1948
1011,79360,-3228.2906
1019,79980,-3151.7814
1026,80600,-3194.6447
1034,81220,-3641.2081
1043,81840,-2809.3735
1052,82460,-3091.3929
1059,83080,-3201.8751
1065,83700,-2888.8805
1074,84320,-2871.6665
1082,84940,-3089.4525
1090,85560,-2998.857
1098,86180,-3478.3014
1104,86800,-3058.7872
1113,87420,-3146.5453
1119,88040,-2939.476
1127,88660,-3027.0852
1136,89280,-2947.2411
1143,89900,-3080.2823
1152,90520,-2988.2802
1159,91140,-3508.0576
1167,91760,-3004.4642
1174,92380,-3394.5395
1181,93000,-3428.8813
1189,93620,-2895.269
1197,94240,-3035.7697
1205,94860,-3137.5109
1212,95480,-3313.5271
1219,96100,-3379.9013
1229,96720,-3357.0328
1235,97340,-3531.9367
1241,97960,-2858.2609
1249,98580,-3060.5791
1256,99200,-3365.6038
1264,99820,-3159.0353
1269,100440,-4444.02
1276,101060,-3642.3574
1282,101680,-3239.9701
1290,102300,-3035.4991
1298,102920,-3419.2468
1307,103540,-3046.7981
1315,104160,-3150.6204
1323,104780,-3732.694
1329,105400,-2982.2939
1339,106020,-3338.0861
1346,106640,-3363.3557
1356,107260,-2909.4991
1364,107880,-2769.2106
1372,108500,-3381.7482
1380,109120,-3082.1259
1388,109740,-3411.9368
1397,110360,-3066.6986
1404,110980,-3277.7954
1411,111600,-3591.1917
