episode,timestep,reward,precision,actvar,reach_step,reach_ratio,grade
2,960,225.6929,0.13752274215221405,2.9017819542787038e-06,480.0,0.0,0
4,1920,237.27,0.14251847565174103,2.8688154998235404e-06,480.0,0.0,0
6,2880,229.8045,0.11280059814453125,1.943512415891746e-06,480.0,0.0,0
8,3840,215.9737,0.12316679209470749,2.839580474756076e-06,480.0,0.0,0
10,4800,283.0328,0.12064692378044128,1.6238467424045666e-06,480.0,0.0,0
12,5760,307.0632,0.10889787971973419,2.0116767700528726e-06,480.0,0.0,0
14,6720,303.8417,0.102665014564991,1.8714225689109298e-06,480.0,0.0,0
16,7680,308.157,0.10980761051177979,1.9085953226749552e-06,480.0,0.0,0
18,8640,205.0878,0.12360744178295135,6.183774075907422e-06,480.0,0.0,0
20,9600,213.2693,0.1429363489151001,6.099207439547172e-06,480.0,0.0,0
22,10560,212.6398,0.12386589497327805,6.250365004234482e-06,480.0,0.0,0
24,11520,183.231,0.13971972465515137,6.15844146523159e-06,480.0,0.0,0
26,12480,132.2353,0.1067708432674408,2.369021240156144e-05,480.0,0.0,0
28,13440,110.0742,0.1308230757713318,2.380079786235001e-05,480.0,0.0,0
30,14400,131.9215,0.10040599852800369,2.4746579583734274e-05,480.0,0.0,0
32,15360,124.5611,0.11627569794654846,2.499539914424531e-05,480.0,0.0,0
34,16320,101.5342,0.11869346350431442,5.0463037041481584e-05,480.0,0.0,0
36,17280,105.5805,0.12093785405158997,5.112908547744155e-05,480.0,0.0,0
38,18240,106.786,0.10956458747386932,5.3809108067071065e-05,480.0,0.0,0
40,19200,110.9316,0.10495635122060776,5.284689541440457e-05,480.0,0.0,0
42,20160,92.8465,0.1315116584300995,0.00011330924462527037,480.0,0.0,0
44,21120,105.9671,0.11747859418392181,0.00010090325667988509,480.0,0.0,0
46,22080,100.9956,0.1281771957874298,9.16666685952805e-05,480.0,0.0,0
48,23040,85.5249,0.1193094253540039,8.425389387411997e-05,480.0,0.0,0
50,24000,95.3777,0.10975661873817444,0.00015858749975450337,480.0,0.0,0
52,24960,69.7859,0.12110747396945953,0.0001456393947592005,480.0,0.0,0
54,25920,69.4613,0.11289063096046448,0.00014977605314925313,480.0,0.0,0
56,26880,78.9789,0.10875603556632996,0.0001298522693105042,480.0,0.0,0
58,27840,72.7943,0.1168711930513382,0.0001838155440054834,450.9375,0.0625,0
