episode,timestep,reward,precision,actvar,reach_step,reach_ratio,grade
2,960,23.9465,0.12970687448978424,0.36049342155456543,480.0,0.0,0
4,1920,36.2365,0.12116870284080505,0.35600900650024414,480.0,0.0,0
6,2880,-7.3516,0.1359899342060089,0.35543617606163025,480.0,0.0,0
8,3840,-84.7184,0.1298675537109375,0.3559409976005554,472.59375,0.015625,0
10,4800,31.1292,0.13691169023513794,0.357708215713501,480.0,0.0,0
12,5760,-71.6868,0.13582013547420502,0.3584781587123871,480.0,0.0,0
14,6720,-49.3895,0.1322096288204193,0.35873764753341675,472.53125,0.015625,0
16,7680,33.8555,0.12301085889339447,0.36063286662101746,480.0,0.0,0
18,8640,12.0281,0.12775832414627075,0.3608720898628235,472.625,0.015625,0
20,9600,25.536,0.13271570205688477,0.3463122844696045,480.0,0.0,0
22,10560,36.954,0.13410541415214539,0.35217732191085815,480.0,0.0,0
24,11520,-15.853,0.13131874799728394,0.3572905659675598,480.0,0.0,0
26,12480,10.3655,0.1256551444530487,0.35947179794311523,480.0,0.0,0
28,13440,4.7348,0.12871137261390686,0.36013394594192505,480.0,0.0,0
30,14400,46.8505,0.14284715056419373,0.3613242506980896,473.046875,0.015625,0
32,15360,-20.2065,0.12785853445529938,0.36292561888694763,480.0,0.0,0
34,16320,105.6136,0.12126864492893219,0.363520085811615,472.578125,0.015625,0
36,17280,167.5776,0.12916302680969238,0.35404929518699646,473.75,0.015625,0
38,18240,26.9358,0.1354275494813919,0.3552221953868866,480.0,0.0,0
40,19200,1.3565,0.12726791203022003,0.3539464473724365,480.0,0.0,0
42,20160,140.5541,0.13392274081707,0.35705599188804626,480.0,0.0,0
44,21120,98.1484,0.12625660002231598,0.3564123809337616,480.0,0.0,0
46,22080,14.8962,0.13153064250946045,0.357092946767807,480.0,0.0,0
48,23040,73.8384,0.1357717663049698,0.35779303312301636,480.0,0.0,0
50,24000,14.5233,0.12464654445648193,0.35847505927085876,480.0,0.0,0
52,24960,109.8123,0.13124212622642517,0.35723257064819336,472.515625,0.015625,0
54,25920,36.4605,0.1280011385679245,0.35601019859313965,480.0,0.0,0
56,26880,32.0986,0.12899798154830933,0.35665881633758545,480.0,0.0,0
58,27840,-51.3099,0.12170490622520447,0.35829445719718933,480.0,0.0,0
60,28800,-67.0345,0.13519072532653809,0.35917600989341736,480.0,0.0,0
62,29760,-27.0208,0.13385681807994843,0.3597280979156494,480.0,0.0,0
64,30720,1.7219,0.12977397441864014,0.3588765859603882,480.0,0.0,0
66,31680,31.5514,0.1285410225391388,0.36011481285095215,480.0,0.0,0
68,32640,26.9424,0.13202717900276184,0.37309059500694275,480.0,0.0,0
70,33600,41.571,0.13710299134254456,0.3656677007675171,480.0,0.0,0
72,34560,-1.2296,0.12449413537979126,0.36780643463134766,480.0,0.0,0
74,35520,60.5988,0.12595614790916443,0.3627207279205322,480.0,0.0,0
76,36480,-36.0931,0.12623511254787445,0.36353763937950134,480.0,0.0,0
78,37440,123.846,0.1278359293937683,0.36225539445877075,480.0,0.0,0
80,38400,5.4465,0.1174318715929985,0.36188945174217224,472.609375,0.015625,0
82,39360,-19.9272,0.13335789740085602,0.3624390959739685,480.0,0.0,0
84,40320,3.058,0.11815031617879868,0.3442032039165497,480.0,0.0,0
86,41280,-23.0322,0.12189613282680511,0.35198497772216797,480.0,0.0,0
