episode,timestep,reward
1,920,597.2532
2,1840,713.6566
3,2760,723.9621
4,3680,685.4053
5,4600,700.2133
6,5520,677.6336
7,6440,694.7846
8,7360,682.7433
9,8280,688.6412
10,9200,690.6876
11,10120,720.1335
12,11040,751.6841
13,11960,695.8554
14,12880,726.0064
15,13800,658.8355
16,14720,724.7999
17,15640,738.0308
18,16560,694.9517
19,17480,728.0798
20,18400,-45.9595
21,19320,752.5378
22,20240,751.3129
23,21160,-461.8365
24,22080,566.8935
25,23000,619.1968
26,23920,662.6801
27,24840,595.7447
28,25760,614.4195
29,26680,622.0715
30,27600,583.1244
31,28520,665.7813
32,29440,648.1226
33,30360,592.373
34,31280,624.9114
35,32200,616.6255
36,33120,663.8951
37,34040,669.8833
38,34960,681.489
39,35880,657.3567
40,36800,666.1556
41,37720,652.9529
42,38640,646.6851
44,39560,665.3561
45,40480,616.7544
46,41400,668.0248
47,42320,650.1666
48,43240,679.1842
49,44160,672.5643
50,45080,669.7148
51,46000,639.3194
52,46920,630.6116
53,47840,600.0483
54,48760,645.7146
55,49680,566.328
56,50600,655.9241
57,51520,643.0377
58,52440,646.77
59,53360,678.0454
60,54280,622.6425
61,55200,643.0551
62,56120,663.4612
63,57040,674.5339
64,57960,666.5547
65,58880,689.0639
66,59800,698.5178
67,60720,645.7909
68,61640,622.1688
69,62560,626.7473
70,63480,688.741
71,64400,637.5192
72,65320,617.6374
73,66240,628.8048
74,67160,644.9857
75,68080,672.6014
76,69000,657.2871
77,69920,680.589
78,70840,684.0856
79,71760,678.5856
80,72680,661.7467
81,73600,684.4088
82,74520,654.1161
83,75440,677.4193
84,76360,653.4953
85,77280,677.0682
86,78200,629.7464
88,79120,672.4572
89,80040,692.0775
90,80960,676.7319
91,81880,609.8768
92,82800,646.8444
93,83720,627.7853
94,84640,635.3405
95,85560,648.5502
96,86480,641.1897
97,87400,634.7692
98,88320,653.8755
99,89240,666.32
100,90160,627.0978
101,91080,627.9425
102,92000,665.1351
103,92920,680.3013
104,93840,654.7832
105,94760,660.09
106,95680,644.9397
107,96600,681.8126
108,97520,651.0254
109,98440,637.7603
110,99360,667.1679
111,100280,659.0864
112,101200,637.5273
113,102120,644.9812
114,103040,666.6976
115,103960,673.9429
116,104880,662.7403
117,105800,676.413
118,106720,676.9729
119,107640,670.5542
120,108560,654.2193
121,109480,636.297
122,110400,669.6123
123,111320,641.9518
124,112240,686.6629
125,113160,651.827
126,114080,655.9068
127,115000,659.7843
128,115920,649.1867
129,116840,665.6285
130,117760,654.6634
132,118680,672.4598
133,119600,686.5652
134,120520,646.1099
135,121440,679.4549
136,122360,683.1404
137,123280,695.5758
138,124200,657.5713
139,125120,660.6492
140,126040,673.7056
141,126960,697.7497
142,127880,682.3324
143,128800,668.4946
144,129720,662.9744
145,130640,669.3857
146,131560,671.507
147,132480,700.2525
148,133400,647.5787
149,134320,677.5758
150,135240,696.7375
151,136160,665.8197
152,137080,669.3101
153,138000,667.6459
154,138920,673.2888
155,139840,672.9469
156,140760,676.2153
157,141680,689.3172
158,142600,677.9578
159,143520,661.8146
160,144440,688.6104
161,145360,691.1157
162,146280,703.7355
163,147200,696.5519
164,148120,678.5851
165,149040,678.4287
166,149960,693.5
167,150880,685.608
168,151800,668.1143
169,152720,709.6638
170,153640,709.757
171,154560,676.1714
172,155480,698.0676
173,156400,667.2721
174,157320,699.1985
176,158240,682.9216
177,159160,672.1839
178,160080,691.1657
179,161000,699.9437
180,161920,694.8544
181,162840,693.9998
