episode,timestep,reward
2,920,-8139.7543
4,1840,-2383.2428
6,2760,-271.9248
8,3680,-800.3081
10,4600,-665.8551
12,5520,-2463.7587
15,6440,-1533.1458
17,7360,-758.259
19,8280,-427.3632
21,9200,-1845.5559
23,10120,-696.9824
25,11040,-2752.2283
27,11960,-632.8173
29,12880,-3049.768
32,13800,-936.785
34,14720,-685.3523
36,15640,-676.2048
38,16560,-801.555
40,17480,-752.7343
42,18400,-664.464
44,19320,-715.3728
46,20240,-940.1783
48,21160,-1005.4146
50,22080,-627.9185
52,23000,-531.0564
54,23920,-645.6129
56,24840,-719.993
58,25760,-576.3747
60,26680,-766.1066
62,27600,-656.2039
64,28520,-1564.7196
66,29440,-696.8128
68,30360,-1669.2104
70,31280,-518.8175
72,32200,-723.6464
75,33120,-595.9516
77,34040,-625.9131
79,34960,-365.3379
81,35880,-777.3556
83,36800,-342.6075
85,37720,-686.8557
87,38640,-528.1381
89,39560,-1748.6904
91,40480,-581.517
93,41400,-660.1224
95,42320,-610.128
97,43240,-644.4095
99,44160,-795.0891
101,45080,-495.5928
103,46000,-566.0561
105,46920,-709.3748
107,47840,-539.7246
109,48760,-765.1854
111,49680,-600.189
113,50600,-505.4547
116,51520,-831.7688
118,52440,-437.2398
120,53360,-510.9065
122,54280,-1357.9637
124,55200,-445.33
126,56120,-547.9171
128,57040,-439.6753
130,57960,-420.3194
132,58880,-664.7582
134,59800,-537.772
136,60720,-727.7507
138,61640,-676.1874
140,62560,-476.3896
142,63480,-779.8545
144,64400,-392.1722
146,65320,-665.0193
148,66240,-814.9243
150,67160,-745.5619
152,68080,-953.278
154,69000,-703.1925
156,69920,-636.5489
159,70840,-598.5036
161,71760,-1722.3781
163,72680,-618.4635
165,73600,-553.3228
167,74520,-745.5172
169,75440,-616.6881
171,76360,-741.0188
173,77280,-781.963
175,78200,-811.1395
178,79120,-616.6182
180,80040,-2061.0726
182,80960,-756.5281
184,81880,-738.0237
186,82800,-572.9576
188,83720,-1591.1832
190,84640,-357.7633
192,85560,-564.2821
194,86480,-601.6071
196,87400,-624.64
198,88320,-439.8706
200,89240,-873.7492
203,90160,-676.2878
205,91080,-1877.5033
207,92000,-931.2775
209,92920,-624.7823
211,93840,-737.4063
