episode,timestep,reward
2,920,-692.8153
5,1840,-2047.2922
7,2760,-1685.0214
10,3680,-3487.8012
13,4600,-1295.2239
15,5520,-1738.3477
17,6440,-613.3741
20,7360,-1268.9984
22,8280,-1745.3717
24,9200,-505.6114
27,10120,-784.0405
29,11040,-1536.438
31,11960,-744.2999
33,12880,-812.4074
35,13800,-819.6546
37,14720,-1920.0552
40,15640,-1366.2493
42,16560,-665.6677
45,17480,-1219.5132
47,18400,-692.3864
49,19320,-640.1467
51,20240,-1840.5327
53,21160,-636.5141
55,22080,-631.505
58,23000,-1285.9399
60,23920,-661.3749
62,24840,-740.1365
64,25760,-806.3155
67,26680,-2998.8467
69,27600,-815.7924
71,28520,-771.5166
74,29440,-1895.379
76,30360,-493.906
78,31280,-473.1357
80,32200,-487.2807
83,33120,-1358.6673
85,34040,-737.288
88,34960,-1364.4121
90,35880,-688.6346
92,36800,-780.3706
94,37720,-490.8172
96,38640,-1794.9077
98,39560,-1148.7809
101,40480,-1495.9751
104,41400,-1903.9088
106,42320,-1823.9588
109,43240,-1337.4011
111,44160,-559.7365
113,45080,-671.2595
115,46000,-742.9871
118,46920,-1903.1099
120,47840,-642.1767
123,48760,-2491.8717
125,49680,-1298.2284
128,50600,-1898.1899
130,51520,-612.7049
132,52440,-601.8827
134,53360,-2665.722
137,54280,-757.4142
139,55200,-2100.41
141,56120,-476.823
143,57040,-868.3093
145,57960,-1812.9155
147,58880,-759.2809
149,59800,-830.5079
151,60720,-822.3108
154,61640,-716.6913
156,62560,-759.0026
158,63480,-771.1372
160,64400,-452.1868
162,65320,-965.7501
164,66240,-3166.1136
166,67160,-533.8197
169,68080,-627.5288
171,69000,-880.3902
173,69920,-1095.5894
175,70840,-369.6119
177,71760,-2597.4825
180,72680,-1217.8089
182,73600,-493.2651
184,74520,-735.4071
186,75440,-786.5665
188,76360,-460.1349
191,77280,-1496.403
193,78200,-802.2719
195,79120,-1090.2221
198,80040,-1459.2464
200,80960,-567.0358
202,81880,-2325.0905
204,82800,-654.0561
207,83720,-1153.2585
209,84640,-697.3615
211,85560,-2096.3301
213,86480,-1908.616
217,87400,-1896.2316
220,88320,-1549.8772
222,89240,-440.274
224,90160,-1690.1551
226,91080,-828.7062
228,92000,-690.9699
230,92920,-799.0667
234,93840,-1853.5443
236,94760,-749.4322
239,95680,-2069.5987
241,96600,-583.6029
243,97520,-923.4096
245,98440,-937.3288
247,99360,-981.8658
249,100280,-697.9352
251,101200,-815.9187
253,102120,-825.8432
255,103040,-537.1551
257,103960,-1086.9771
259,104880,-940.0599
262,105800,-819.3484
264,106720,-857.1369
266,107640,-933.702
268,108560,-1047.1774
270,109480,-1621.9529
272,110400,-831.9171
274,111320,-781.8625
277,112240,-1454.6936
279,113160,-836.9802
