episode,timestep,reward
2,920,-785.1802
4,1840,-707.6947
6,2760,-219.7073
8,3680,-8543.0228
10,4600,-229.3691
12,5520,-2822.6057
14,6440,-574.3972
17,7360,-1104.6881
19,8280,-2680.7853
21,9200,-261.9721
23,10120,-215.0142
26,11040,-4742.399
28,11960,-3582.609
31,12880,-1762.8301
33,13800,-200.507
35,14720,-191.4995
37,15640,-154.317
39,16560,-1014.0484
41,17480,-549.5078
43,18400,-818.5432
45,19320,-146.7004
47,20240,-172.1644
49,21160,-2970.6175
51,22080,-3798.5877
54,23000,-2325.7466
56,23920,-170.6642
58,24840,-276.839
60,25760,-181.8721
62,26680,-139.9406
64,27600,-166.0938
66,28520,-219.9
68,29440,-1763.3362
70,30360,-323.2147
72,31280,-164.382
74,32200,-368.2278
76,33120,-697.3817
78,34040,-179.0138
81,34960,-193.3166
83,35880,-348.4142
85,36800,-200.7301
87,37720,-208.9546
89,38640,-165.2517
92,39560,-1782.9713
94,40480,-215.7127
96,41400,-222.0387
98,42320,-2003.313
100,43240,-203.9445
102,44160,-593.5268
104,45080,-271.6192
106,46000,-243.4446
108,46920,-365.8626
110,47840,-1784.7162
112,48760,-1045.3315
115,49680,-286.3657
117,50600,-224.3426
119,51520,-292.7262
121,52440,-392.9981
123,53360,-185.3264
125,54280,-151.2702
127,55200,-174.2204
129,56120,-174.7898
131,57040,-192.4209
133,57960,-397.1746
135,58880,-227.646
137,59800,-216.2543
139,60720,-2336.3456
141,61640,-235.1493
143,62560,-426.3519
145,63480,-718.7808
147,64400,-1086.8011
149,65320,-216.9158
151,66240,-334.268
153,67160,-264.493
156,68080,-198.357
158,69000,-323.5954
160,69920,-4642.3631
162,70840,-302.3385
164,71760,-237.7529
166,72680,-127.4811
168,73600,-170.3266
170,74520,-509.4751
172,75440,-363.7979
174,76360,-1586.7864
176,77280,-263.8791
178,78200,-1237.3969
180,79120,-130.652
182,80040,-219.4761
184,80960,-1603.4145
186,81880,-183.7432
189,82800,-1844.0583
191,83720,-126.594
193,84640,-1548.7703
195,85560,-127.6453
197,86480,-494.3983
199,87400,-123.0133
202,88320,-2817.5323
204,89240,-120.1468
206,90160,-310.2834
208,91080,-149.6321
210,92000,-122.2591
212,92920,-120.2574
214,93840,-145.9633
216,94760,-325.1738
218,95680,-125.363
221,96600,-150.326
223,97520,-154.9068
225,98440,-1362.545
227,99360,-506.6429
229,100280,-3584.8956
231,101200,-549.9942
233,102120,-1707.9841
235,103040,-2784.6103
237,103960,-143.0924
239,104880,-3701.7496
241,105800,-129.1465
243,106720,-188.9948
245,107640,-1701.6896
248,108560,-294.3027
250,109480,-141.2643
252,110400,-923.4727
254,111320,-1982.6432
256,112240,-196.7776
258,113160,-303.5034
260,114080,-119.3354
262,115000,-227.1076
264,115920,-316.3238
266,116840,-202.0149
268,117760,-234.1128
270,118680,-190.5419
272,119600,-523.2241
274,120520,-1334.8233
276,121440,-768.8335
278,122360,-266.3672
280,123280,-1433.9686
282,124200,-1049.5872
284,125120,-186.5362
287,126040,-4100.4108
289,126960,-121.4082
291,127880,-1189.4944
293,128800,-292.8207
295,129720,-205.7403
297,130640,-240.2084
299,131560,-1336.7933
301,132480,-1365.7095
303,133400,-200.6349
305,134320,-238.6449
307,135240,-1122.3329
309,136160,-204.3034
311,137080,-201.2994
314,138000,-243.4528
316,138920,-2469.4838
318,139840,-308.977
320,140760,-266.4637
322,141680,-318.4468
324,142600,-291.1505
326,143520,-260.3151
328,144440,-324.4365
330,145360,-176.3099
332,146280,-243.2449
334,147200,-186.8927
336,148120,-869.0675
338,149040,-1552.5347
340,149960,-321.44
342,150880,-146.4977
344,151800,-385.2143
346,152720,-162.3461
349,153640,-1417.0535
351,154560,-149.6777
353,155480,-243.7506
355,156400,-200.7439
357,157320,-673.681
359,158240,-481.7053
361,159160,-313.3676
363,160080,-306.3878
365,161000,-3175.1927
367,161920,-278.0929
369,162840,-187.3459
371,163760,-190.2617
373,164680,-203.2148
376,165600,-975.3151
378,166520,-164.3783
380,167440,-217.3248
382,168360,-1384.6317
384,169280,-1548.6148
386,170200,-993.896
388,171120,-247.993
390,172040,-1166.3966
392,172960,-332.5519
394,173880,-348.5113
396,174800,-419.0842
398,175720,-309.1521
400,176640,-179.969
403,177560,-175.4246
405,178480,-662.1019
407,179400,-205.7163
409,180320,-1045.8891
411,181240,-1522.8047
413,182160,-177.7048
415,183080,-1545.4474
417,184000,-242.549
419,184920,-318.9331
421,185840,-1254.7643
423,186760,-2798.6582
425,187680,-421.6791
428,188600,-1596.0342
430,189520,-580.9299
432,190440,-270.7118
434,191360,-272.0553
436,192280,-289.3228
438,193200,-222.5105
440,194120,-1462.445
442,195040,-550.7903
444,195960,-499.2202
446,196880,-219.8578
448,197800,-875.365
450,198720,-1083.8869
452,199640,-2268.9266
454,200560,-406.0654
456,201480,-194.6804
458,202400,-258.0493
460,203320,-320.4946
462,204240,-227.6092
464,205160,-317.7276
466,206080,-869.5023
468,207000,-432.3972
471,207920,-258.8188
473,208840,-357.1896
475,209760,-557.3792
477,210680,-348.1793
479,211600,-510.45
481,212520,-1492.6716
483,213440,-333.9742
485,214360,-411.7677
487,215280,-415.291
489,216200,-1032.772
491,217120,-1553.8055
494,218040,-1188.0171
496,218960,-211.6924
498,219880,-357.3445
500,220800,-3701.1836
502,221720,-884.2964
504,222640,-593.4371
506,223560,-2339.1057
508,224480,-1459.7575
510,225400,-261.853
512,226320,-239.5024
514,227240,-244.2067
516,228160,-210.393
518,229080,-248.4253
520,230000,-2062.6663
522,230920,-2055.8036
524,231840,-1905.0765
527,232760,-2701.7832
529,233680,-294.8307
531,234600,-185.3384
533,235520,-1414.6915
535,236440,-140.2865
537,237360,-1052.8211
