timestep,action
1,[1.0, -0.0471, 1.0, -1.0, 1.0, 1.0]
2,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
3,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
4,[1.0, -1.0, -1.0, -1.0, -1.0, 1.0]
5,[1.0, 0.8344, 1.0, -1.0, 1.0, 1.0]
6,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
7,[1.0, -1.0, 1.0, -1.0, 1.0, -1.0]
8,[1.0, -0.1009, -1.0, -1.0, -1.0, -1.0]
9,[1.0, -0.9812, -1.0, -1.0, -1.0, 1.0]
10,[1.0, 0.9995, 1.0, -1.0, 1.0, 1.0]
11,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
12,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
13,[1.0, -0.7776, 1.0, -1.0, 1.0, -1.0]
14,[1.0, 1.0, 1.0, -0.4521, -0.9999, -1.0]
15,[1.0, -0.9997, -0.9043, -1.0, -1.0, 1.0]
16,[1.0, -0.8733, 1.0, -1.0, 1.0, 1.0]
17,[1.0, -0.6305, 1.0, -1.0, 1.0, -1.0]
18,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
19,[1.0, -1.0, 1.0, -1.0, -1.0, 1.0]
20,[1.0, -1.0, 1.0, -1.0, 0.9997, -1.0]
21,[1.0, -0.9588, 0.9125, -1.0, 1.0, -1.0]
22,[1.0, -0.8325, 0.9921, -1.0, 1.0, -1.0]
23,[1.0, 1.0, -1.0, 0.9611, -1.0, 0.9995]
24,[1.0, 1.0, 1.0, -1.0, -0.9955, 1.0]
25,[-0.4786, 1.0, 1.0, -1.0, 1.0, 1.0]
26,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
27,[1.0, -0.9503, 1.0, -1.0, -1.0, 1.0]
28,[1.0, 1.0, 1.0, -1.0, 1.0, -1.0]
29,[1.0, 1.0, -1.0, -0.161, -1.0, 1.0]
30,[1.0, -0.9459, 1.0, -1.0, -1.0, 1.0]
31,[1.0, 1.0, 1.0, -1.0, 1.0, -1.0]
32,[1.0, 1.0, -1.0, 0.9604, -1.0, 1.0]
33,[-0.8394, 1.0, 1.0, -1.0, -1.0, 1.0]
34,[1.0, -0.7859, 1.0, -1.0, -1.0, 1.0]
35,[1.0, -0.2846, 1.0, -1.0, 1.0, -1.0]
36,[1.0, -1.0, 1.0, -1.0, 0.992, -1.0]
37,[1.0, -1.0, 1.0, -1.0, -1.0, -1.0]
38,[1.0, 1.0, 1.0, 0.5877, 1.0, -1.0]
39,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
40,[0.9999, -0.9999, 1.0, -1.0, -1.0, 1.0]
41,[1.0, 1.0, 1.0, -1.0, 1.0, -1.0]
42,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
43,[0.1123, -1.0, 1.0, -1.0, -1.0, 1.0]
44,[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]
45,[0.9968, 0.9219, -1.0, 0.957, -1.0, 1.0]
46,[-1.0, 0.9968, 1.0, -0.9845, -1.0, 1.0]
47,[-1.0, 0.9999, 1.0, -1.0, -1.0, -1.0]
48,[-1.0, -1.0, 1.0, -1.0, -1.0, 1.0]
49,[-1.0, -1.0, 1.0, -1.0, -0.8354, -1.0]
50,[0.9987, -1.0, 1.0, -1.0, -1.0, -0.9963]
51,[1.0, -0.9987, 0.9997, -0.7097, 0.3436, -1.0]
52,[1.0, -1.0, -0.9956, -1.0, -1.0, -1.0]
53,[-1.0, 1.0, -1.0, 1.0, -0.9543, 1.0]
54,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
55,[-1.0, -1.0, -1.0, -1.0, -1.0, 1.0]
56,[-0.9997, -0.9999, 1.0, -0.9999, -1.0, 0.96]
57,[-1.0, -1.0, 1.0, -1.0, -1.0, 0.911]
58,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
59,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
60,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
61,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
62,[-1.0, 0.9999, -1.0, -0.9907, -1.0, 1.0]
63,[-1.0, -1.0, 1.0, -1.0, -1.0, 1.0]
64,[-1.0, -1.0, 1.0, -1.0, -1.0, 0.8462]
65,[-1.0, -1.0, 0.9951, -1.0, -1.0, -1.0]
66,[0.9463, -1.0, 1.0, -1.0, -1.0, -0.9999]
67,[1.0, 1.0, -0.6089, 1.0, 1.0, -1.0]
68,[1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
69,[-0.7393, -1.0, 1.0, -1.0, -1.0, 1.0]
70,[0.8127, -1.0, 1.0, -1.0, -1.0, -0.7507]
71,[1.0, 1.0, -0.5791, 1.0, 1.0, -1.0]
72,[1.0, 1.0, -1.0, -0.9627, -1.0, 1.0]
73,[-0.2699, -1.0, 1.0, -1.0, -1.0, 1.0]
74,[-0.8419, -0.9732, 1.0, -0.9984, -0.9758, -1.0]
75,[-1.0, -1.0, 1.0, 0.9978, -1.0, -1.0]
76,[1.0, 1.0, 1.0, -1.0, -1.0, -1.0]
77,[1.0, 1.0, -0.6375, -1.0, -0.9999, 0.9996]
78,[0.3391, -1.0, 1.0, -1.0, -1.0, 1.0]
79,[0.9999, -0.6556, 1.0, -1.0, 1.0, -1.0]
80,[1.0, 0.9996, 0.9997, -0.6418, -0.8686, -1.0]
81,[1.0, 1.0, -0.943, -1.0, -0.9986, -0.0357]
82,[-1.0, 0.9978, -1.0, 1.0, -0.8565, 0.9988]
83,[0.9999, 1.0, 0.8244, -0.3734, -1.0, 1.0]
84,[1.0, 0.2621, 1.0, -1.0, 1.0, -0.8316]
85,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
86,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
87,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
88,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
89,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
90,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
91,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
92,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
93,[1.0, 1.0, 1.0, -1.0, 1.0, 1.0]
94,[-1.0, 0.9987, -1.0, -1.0, -1.0, 1.0]
95,[-1.0, -1.0, 1.0, -0.9994, -0.9974, 1.0]
96,[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]
97,[-1.0, -1.0, 1.0, 1.0, -1.0, -1.0]
98,[0.994, -0.5752, 1.0, -0.9882, -1.0, -1.0]
99,[1.0, 0.9928, 1.0, 1.0, 1.0, -1.0]
100,[-0.9839, 1.0, -1.0, 0.9526, -1.0, 1.0]
101,[-1.0, -1.0, 1.0, -0.9994, -0.9972, 1.0]
102,[0.9999, -1.0, 1.0, -1.0, -1.0, -1.0]
103,[1.0, -1.0, 0.9999, 1.0, 1.0, -1.0]
104,[-1.0, -1.0, -1.0, -1.0, 1.0, -1.0]
105,[-1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
106,[-1.0, -1.0, -1.0, -1.0, -1.0, 1.0]
107,[-0.4134, -1.0, 0.9965, -1.0, -1.0, -0.6293]
108,[-1.0, -1.0, 0.9994, 1.0, 1.0, -1.0]
109,[1.0, -1.0, -1.0, -1.0, -1.0, -1.0]
110,[0.9657, -0.9993, -1.0, 1.0, -0.7239, 1.0]
111,[-1.0, -0.0661, 1.0, 1.0, -1.0, -0.906]
112,[1.0, -0.8524, 1.0, -0.992, -1.0, -1.0]
113,[1.0, 1.0, 1.0, 1.0, 1.0, -1.0]
114,[-0.891, 1.0, -1.0, 1.0, -1.0, 1.0]
115,[-1.0, -1.0, -1.0, -1.0, -1.0, 1.0]
116,[0.9974, -0.9954, -0.9999, -1.0, -1.0, 1.0]
117,[0.9586, 0.9947, -0.9718, 1.0, 1.0, 0.2802]
118,[-1.0, -0.6094, -1.0, -1.0, -1.0, 1.0]
119,[-1.0, -1.0, 1.0, -0.9998, -1.0, -0.868]
120,[-1.0, -1.0, 1.0, -1.0, -1.0, -1.0]
121,[-1.0, -1.0, 1.0, 1.0, -1.0, -1.0]
122,[1.0, 0.9993, 0.9997, -0.9945, -1.0, -1.0]
123,[-0.9925, 1.0, -0.9999, -1.0, -0.98, -1.0]
124,[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0]
125,[0.9993, -0.922, -0.9997, -1.0, -1.0, 1.0]
126,[-1.0, -1.0, 0.9998, -0.9973, -1.0, 0.9998]
127,[-0.7179, -1.0, 1.0, -1.0, -1.0, -1.0]
128,[-1.0, -1.0, 1.0, 1.0, -1.0, -1.0]
129,[1.0, 1.0, 0.9933, -0.9995, -1.0, -1.0]
130,[-0.9947, 1.0, -1.0, -1.0, -0.9967, -0.994]
131,[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0]
132,[0.9998, -1.0, -0.9989, -1.0, -1.0, 1.0]
133,[1.0, -1.0, 1.0, -1.0, 1.0, -1.0]
134,[1.0, -1.0, -1.0, 1.0, 0.9871, -1.0]
135,[1.0, 1.0, -1.0, -0.9965, -1.0, 1.0]
136,[-1.0, -1.0, 1.0, -0.8608, -1.0, 1.0]
137,[1.0, -1.0, 1.0, -1.0, -1.0, -1.0]
138,[0.9995, -0.9957, 0.3829, 1.0, 1.0, -1.0]
139,[0.9801, 1.0, -1.0, 1.0, -1.0, 1.0]
140,[-1.0, -1.0, 0.9985, 1.0, -1.0, 0.9995]
141,[1.0, -1.0, 1.0, -1.0, 1.0, 1.0]
142,[0.1399, -1.0, 1.0, -1.0, 1.0, -1.0]
143,[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]
144,[1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
145,[-1.0, -1.0, 0.7968, 1.0, -1.0, 0.9951]
146,[1.0, -1.0, 1.0, -1.0, 1.0, 1.0]
147,[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]
148,[1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
149,[-0.7108, 0.9994, 0.9999, 1.0, -1.0, -1.0]
150,[-1.0, -1.0, -1.0, 0.998, -1.0, 0.9414]
151,[1.0, -1.0, 0.9998, -0.9978, -1.0, 1.0]
152,[0.9995, -0.9987, 1.0, -0.9998, 1.0, -1.0]
153,[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]
154,[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0]
155,[-0.5593, 1.0, -1.0, 1.0, -1.0, 1.0]
156,[-1.0, -1.0, -1.0, -1.0, -1.0, 1.0]
157,[-0.9993, 0.9861, 1.0, 0.3617, -1.0, -0.9983]
158,[-1.0, 1.0, -1.0, -0.9625, 1.0, -1.0]
159,[-1.0, -0.9984, -1.0, 1.0, -1.0, 1.0]
160,[-0.8766, 1.0, -0.983, -1.0, -1.0, 1.0]
161,[-1.0, -1.0, 1.0, 0.9992, -1.0, -0.9899]
162,[1.0, 1.0, 0.9467, 0.9993, -1.0, -1.0]
163,[-0.9998, 1.0, -1.0, -1.0, 1.0, -1.0]
164,[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0]
165,[0.9996, 1.0, -0.9245, -0.9655, -1.0, 1.0]
166,[-0.9997, -1.0, 0.9967, 0.6248, -0.9999, 1.0]
167,[1.0, -1.0, 1.0, -1.0, 1.0, 1.0]
168,[0.9987, -0.9987, 1.0, -1.0, 1.0, -1.0]
169,[1.0, -1.0, -1.0, 1.0, 1.0, -1.0]
170,[1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
171,[-1.0, -0.9952, -0.4829, 1.0, -1.0, -0.9513]
172,[0.3527, 1.0, -1.0, 1.0, -1.0, 1.0]
173,[-1.0, -0.9998, 0.9882, 1.0, -1.0, 0.2144]
174,[1.0, -0.9909, 1.0, -1.0, 1.0, 1.0]
175,[-0.0506, 0.5328, 1.0, -1.0, 1.0, -1.0]
176,[1.0, 1.0, -1.0, 1.0, -1.0, 1.0]
177,[-1.0, -0.7716, 0.9973, 1.0, -1.0, -0.9563]
178,[1.0, 0.8711, 0.941, 0.9999, -1.0, -1.0]
179,[-0.998, 1.0, -0.8381, -0.9994, 1.0, -1.0]
180,[-1.0, -1.0, -1.0, 1.0, -1.0, 1.0]
181,[-1.0, 1.0, -1.0, -1.0, -1.0, 1.0]
182,[-1.0, -1.0, -1.0, -1.0, -1.0, 1.0]
183,[-1.0, -1.0, 1.0, -0.9997, -1.0, -0.6077]
184,[-0.9983, -1.0, 1.0, 1.0, -1.0, -1.0]
185,[1.0, 1.0, 0.3632, 0.736, -1.0, -1.0]
186,[-0.9985, 1.0, -0.9994, -1.0, 1.0, -1.0]
187,[-1.0, 0.9975, -1.0, 1.0, -1.0, 1.0]
188,[-1.0, -1.0, 0.0652, 1.0, -1.0, 0.9999]
189,[1.0, -1.0, 1.0, -1.0, 1.0, 1.0]
190,[-0.9837, -1.0, 1.0, -1.0, 1.0, -1.0]
191,[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0]
