episode,timestep,reward
245,220800,-322.9575
246,221720,-288.784
247,222640,-11.5243
248,223560,-365.5045
249,224480,-47.0112
250,225400,-163.0061
251,226320,-183.5743
252,227240,-229.6886
253,228160,-316.0662
254,229080,-345.4827
255,230000,-217.0526
256,230920,-304.4021
257,231840,-199.9486
258,232760,-111.9662
259,233680,-301.9165
260,234600,-359.5491
261,235520,-254.214
263,236440,-242.5169
264,237360,-301.3509
265,238280,-172.2815
266,239200,-10.1249
267,240120,-434.984
268,241040,-87.7867
269,241960,32.1404
270,242880,-203.0646
271,243800,-135.5274
272,244720,-323.324
273,245640,-396.6552
274,246560,-344.5707
275,247480,-150.714
276,248400,-247.5055
277,249320,-208.2256
278,250240,-359.8992
279,251160,-358.2848
280,252080,-285.4301
281,253000,40.3226
282,253920,-255.3968
283,254840,-124.8384
284,255760,-214.492
285,256680,6.7074
286,257600,-212.191
287,258520,226.4618
288,259440,-81.6101
289,260360,-214.0973
290,261280,136.8704
291,262200,-307.8848
292,263120,-200.9832
293,264040,-278.585
294,264960,-40.3558
295,265880,-137.2182
296,266800,6.1822
297,267720,-236.1009
298,268640,-99.6956
299,269560,90.244
300,270480,-310.5818
301,271400,-319.5205
302,272320,-49.6457
303,273240,-141.4478
304,274160,40.928
305,275080,-72.661
307,276000,-191.173
308,276920,-105.4444
309,277840,-326.1816
310,278760,-230.8764
311,279680,-231.4565
312,280600,-249.9245
313,281520,-380.3896
314,282440,-282.5243
315,283360,-174.7914
316,284280,-33.1327
317,285200,-174.0629
318,286120,-186.3551
319,287040,-12.2925
320,287960,-207.3361
321,288880,-5.5303
322,289800,-95.6138
323,290720,146.9995
324,291640,46.8748
325,292560,-50.9487
326,293480,-201.4845
327,294400,145.5122
328,295320,15.6716
329,296240,-0.3216
330,297160,117.019
331,298080,-47.5523
332,299000,-235.4758
333,299920,158.3429
334,300840,-178.4887
335,301760,47.2764
336,302680,119.0512
337,303600,-131.5989
338,304520,132.3562
339,305440,70.0319
340,306360,176.1859
341,307280,-41.4759
342,308200,14.7438
343,309120,-136.663
344,310040,-50.0169
345,310960,-88.5246
346,311880,151.0577
347,312800,108.6086
348,313720,160.6722
349,314640,13.8702
351,315560,65.2461
352,316480,-73.392
353,317400,168.2232
354,318320,-44.7312
355,319240,-27.2688
356,320160,56.8633
357,321080,-26.9285
358,322000,-169.9264
359,322920,-33.1189
360,323840,53.9266
361,324760,-160.4642
362,325680,144.2458
363,326600,-32.1611
364,327520,-330.8054
365,328440,36.5254
366,329360,-104.5637
367,330280,-109.7845
368,331200,44.7914
369,332120,39.2081
370,333040,-125.9307
371,333960,59.1235
372,334880,-4.1036
373,335800,61.6895
374,336720,69.7618
375,337640,54.9533
376,338560,106.2067
377,339480,-78.2439
378,340400,33.7019
379,341320,103.3018
380,342240,136.2509
381,343160,-122.7501
382,344080,113.4058
383,345000,87.5947
384,345920,-31.4146
385,346840,-16.3797
386,347760,-25.8791
387,348680,-50.4586
388,349600,-31.5682
389,350520,-1.6863
390,351440,88.0785
391,352360,109.841
392,353280,84.1916
393,354200,25.6055
395,355120,6.0902
396,356040,51.9556
397,356960,80.4713
398,357880,85.9245
399,358800,93.0204
400,359720,87.4959
401,360640,66.5108
402,361560,6.3267
403,362480,-103.0453
404,363400,65.0983
405,364320,71.3891
406,365240,47.2581
407,366160,-114.0412
408,367080,-34.9522
409,368000,11.8368
410,368920,39.6847
411,369840,-338.4342
412,370760,-107.2692
413,371680,-35.2907
414,372600,-198.7752
415,373520,46.1891
416,374440,-92.7411
417,375360,-21.7328
418,376280,6.5365
419,377200,-45.2133
420,378120,-0.0152
421,379040,-31.0871
422,379960,96.5488
423,380880,55.7504
424,381800,74.3883
425,382720,-83.4559
426,383640,28.3115
427,384560,64.0205
428,385480,65.6971
429,386400,43.1324
430,387320,-12.9996
431,388240,-20.8283
432,389160,-19.2697
433,390080,-38.3858
434,391000,26.8787
435,391920,89.9821
436,392840,82.6533
437,393760,133.8505
439,394680,82.3775
440,395600,114.068
441,396520,110.1243
442,397440,-74.5734
443,398360,105.2525
444,399280,77.6273
445,400200,97.4244
446,401120,77.5727
447,402040,71.3186
448,402960,77.9732
449,403880,-45.8833
450,404800,115.8546
451,405720,84.9285
452,406640,110.4031
453,407560,87.3077
454,408480,-39.0515
455,409400,82.2018
456,410320,-3.1967
457,411240,71.332
458,412160,32.4437
459,413080,80.7455
460,414000,89.2377
461,414920,52.1294
462,415840,112.5803
463,416760,52.5682
464,417680,95.8035
465,418600,72.0222
466,419520,75.0485
467,420440,34.0127
468,421360,61.5779
469,422280,78.7384
470,423200,64.5659
471,424120,-29.7107
472,425040,104.4976
473,425960,85.9028
474,426880,53.8857
475,427800,72.6842
476,428720,47.289
